,MP,FG%,3P%,2P%,eFG%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,Cluster,Player,Year,Pos,Name
510,18.4,50.0,39.7,55.8,55.8,81.0,1.1,2.3,3.4,1.5,0.5,0.2,0.9,1.6,6.4,0,0,0,0,1,7,Aaron Wiggins,2023,SG,
511,31.9,47.2,39.6,53.6,53.6,61.0,1.5,3.3,4.8,2.2,1.3,0.9,1.3,2.9,17.4,0,0,0,1,0,7,Andrew Wiggins,2023,SF,
512,5.0,43.6,36.2,50.3,50.3,78.3,0.0,1.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0,0,0,0,1,4,Alondes Williams,2023,SG,
514,27.8,48.1,42.1,56.4,56.4,84.8,1.1,3.6,4.7,1.7,0.6,0.4,1.1,2.6,9.0,0,1,0,0,0,7,Grant Williams,2023,PF,
515,28.7,51.4,31.1,59.1,59.1,74.7,0.8,3.2,3.9,2.8,1.1,0.5,1.5,2.6,12.1,0,0,0,0,1,7,Jalen Williams,2023,SG,
516,13.6,45.1,42.9,46.0,46.0,54.5,0.8,3.3,4.1,1.3,0.3,0.1,0.8,1.9,4.4,0,1,0,0,0,8,Jaylin Williams,2023,PF,
517,22.3,52.0,40.6,59.4,59.4,43.3,1.9,3.1,5.0,1.9,0.7,0.3,0.5,2.0,7.6,0,1,0,0,0,8,Kenrich Williams,2023,PF,
518,14.1,63.6,29.7,63.6,63.6,75.6,1.4,3.8,5.2,0.3,0.8,0.9,0.8,1.8,7.2,1,0,0,0,0,4,Mark Williams,2023,C,
519,29.3,46.4,41.2,50.4,50.4,88.9,1.0,3.3,4.3,1.3,0.7,0.9,1.3,2.1,10.3,0,1,0,0,0,5,Patrick Williams,2023,PF,
520,23.1,76.3,29.7,76.3,76.3,66.7,3.1,4.9,8.1,1.6,0.5,1.2,0.9,1.5,7.9,1,0,0,0,0,4,Robert Williams,2023,C,
521,5.4,23.1,11.1,50.0,50.0,78.3,0.2,0.6,0.8,0.3,0.4,0.1,0.1,0.7,0.8,0,0,0,0,1,8,Vince Williams Jr.,2023,SG,
522,18.8,42.0,25.0,59.5,59.5,76.5,0.4,2.3,2.8,0.9,0.5,0.2,1.2,2.0,6.6,0,0,0,1,0,7,Ziaire Williams,2023,SF,
523,33.0,60.8,36.8,61.8,61.8,71.4,2.0,5.0,7.0,4.6,1.1,0.6,3.4,2.2,26.0,0,1,0,0,0,7,Zion Williamson,2023,PF,
524,26.8,40.9,31.1,43.8,43.8,71.4,1.7,3.3,5.0,3.4,1.0,0.4,1.5,3.1,6.8,0,0,0,1,0,8,Justise Winslow,2023,SF,
525,12.7,60.9,50.0,61.2,61.2,65.7,0.9,2.7,3.6,0.7,0.1,0.4,0.7,1.9,6.8,1,0,0,0,0,8,James Wiseman,2023,C,
526,29.0,53.5,38.5,62.3,62.3,73.7,1.4,7.0,8.4,1.7,0.5,1.3,2.1,2.9,18.4,1,0,0,0,0,7,Christian Wood,2023,C,
527,21.2,44.1,30.8,55.9,55.9,88.9,0.9,2.0,3.0,3.6,2.0,0.3,0.8,1.2,6.6,0,0,1,0,0,5,Delon Wright,2023,PG,
528,9.0,41.7,16.7,50.0,50.0,62.5,0.3,0.8,1.1,1.3,0.5,0.2,0.6,1.0,1.7,0,0,1,0,0,8,McKinley Wright IV,2023,PG,
529,16.0,56.3,15.4,64.2,64.2,75.0,1.5,1.9,3.4,1.5,1.1,0.1,0.8,1.8,4.9,0,1,0,0,0,1,Thaddeus Young,2023,PF,
530,35.7,42.7,31.6,48.3,48.3,88.6,0.7,2.2,2.9,9.9,0.9,0.1,4.1,1.5,27.2,0,0,1,0,0,3,Trae Young,2023,PG,
531,29.2,61.0,0.0,61.3,61.3,71.2,3.4,6.8,10.1,1.0,0.4,1.3,1.8,3.0,10.1,1,0,0,0,0,1,Ivica Zubac,2023,C,
