,MP,FG%,3P%,2P%,eFG%,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Pos_C,Pos_PF,Pos_PG,Pos_SF,Pos_SG,Cluster,Player,Year,Pos,Name
197,7.2,10.0,0.0,11.1,11.1,50.0,0.6,0.6,1.2,0.0,0.2,0.2,0.0,1.4,0.6,1,0,0,0,0,2,Udonis Haslem,2023,C,6th Men
198,14.6,43.4,39.1,65.7,65.7,66.7,0.4,2.0,2.4,0.7,0.3,0.2,0.3,1.1,5.6,0,1,0,0,0,8,Sam Hauser,2023,PF,Rising Stars
199,14.1,53.5,13.0,65.4,65.4,67.2,0.9,2.1,3.0,0.8,0.3,0.4,0.6,1.5,5.2,1,0,0,0,0,1,Jaxson Hayes,2023,C,Role Players
200,26.6,38.5,31.9,42.4,42.4,78.7,0.4,2.4,2.8,5.8,1.3,0.3,2.0,2.9,9.9,0,0,1,0,0,6,Killian Hayes,2023,PG,Rising Stars
201,31.4,44.8,31.0,50.8,50.8,79.2,0.8,3.7,4.5,3.7,0.8,0.3,2.0,1.2,13.8,0,0,0,1,0,0,Gordon Hayward,2023,SF,Bench Warmers
202,15.4,43.2,26.6,66.0,66.0,56.3,0.7,2.4,3.1,0.6,0.4,0.2,0.4,1.1,3.1,0,1,0,0,0,8,Juancho Hernangómez,2023,PF,All Stars
203,12.7,52.6,14.3,55.1,55.1,76.4,1.8,2.9,4.7,0.9,0.4,0.4,1.1,1.7,7.0,1,0,0,0,0,8,Willy Hernangómez,2023,C,Defensive Big Men
204,34.7,43.8,37.0,50.3,50.3,91.8,0.5,5.3,5.8,4.4,0.9,0.3,2.4,1.7,20.3,0,0,0,0,1,3,Tyler Herro,2023,SG,Bench Warmers
205,32.1,45.0,42.5,49.6,49.6,86.4,0.8,4.1,4.9,2.8,1.1,0.3,1.9,2.0,17.4,0,0,0,1,0,3,Buddy Hield,2023,SF,Rising Stars
206,19.0,41.5,36.3,46.8,46.8,38.9,1.1,2.7,3.8,0.7,0.8,0.3,0.8,1.5,4.7,0,0,0,1,0,8,Haywood Highsmith,2023,SF,Key Pieces
207,19.6,44.7,31.1,62.1,62.1,73.9,0.4,1.6,2.0,2.6,0.6,0.1,0.8,1.2,5.1,0,0,1,0,0,7,George Hill,2023,PG,All Stars
208,0.5,44.8,34.55,50.8,50.8,77.2,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,4,Malcolm Hill,2023,SF,Role Players
209,15.2,42.4,42.9,42.1,42.1,85.7,0.4,0.9,1.3,1.4,0.6,0.2,0.6,1.5,4.4,0,0,1,0,0,6,Aaron Holiday,2023,PG,Rising Stars
210,32.7,46.7,37.1,52.8,52.8,85.8,1.3,3.8,5.1,7.3,1.3,0.4,3.3,1.9,19.5,0,0,1,0,0,3,Jrue Holiday,2023,PG,6th Men
212,15.0,37.7,34.1,45.9,45.9,78.3,0.1,0.8,0.9,0.9,0.2,0.4,0.4,1.3,4.5,0,0,0,0,1,6,Justin Holiday,2023,SG,Rising Stars
213,9.1,69.2,75.0,68.9,68.9,85.7,0.7,1.4,2.2,0.2,0.1,0.3,0.4,1.3,3.3,1,0,0,0,0,4,Richaun Holmes,2023,C,Role Players
214,30.9,47.3,42.2,56.5,56.5,71.4,1.2,4.9,6.1,2.7,0.6,1.0,0.6,1.9,9.4,1,0,0,0,0,7,Al Horford,2023,C,Role Players
215,15.4,40.3,25.5,50.3,50.3,73.3,0.4,1.9,2.3,2.4,0.7,0.3,1.2,1.4,6.9,0,0,0,0,1,8,Talen Horton-Tucker,2023,SG,Key Reserves
216,15.6,47.4,34.8,66.0,66.0,75.0,0.2,1.6,1.9,0.7,0.2,0.2,0.5,1.2,4.7,0,0,0,1,0,4,Danuel House Jr.,2023,SF,Defensive Big Men
217,16.5,38.1,36.4,42.9,42.9,84.6,0.7,1.6,2.3,0.6,0.2,0.1,0.3,1.4,4.0,0,0,0,1,0,6,Caleb Houstan,2023,SF,Defensive Big Men
218,4.0,0.1,0.1,49.3,49.3,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,0,1,0,0,2,Trevor Hudgins,2023,PG,All Stars
219,30.9,47.8,40.8,58.1,58.1,71.1,0.6,2.8,3.4,3.0,1.1,0.3,1.5,2.5,15.3,0,0,0,0,1,7,Kevin Huerter,2023,SG,Key Pieces
220,32.1,45.2,36.3,50.3,50.3,83.8,0.6,3.7,4.3,1.3,0.5,0.2,1.3,3.1,15.6,0,0,0,1,0,3,De'Andre Hunter,2023,SF,Rising Stars
221,19.9,40.0,37.9,42.7,42.7,86.3,0.2,1.9,2.1,3.0,0.7,0.3,1.6,1.6,12.3,0,0,1,0,0,6,Bones Hyland,2023,PG,Role Players
222,11.6,48.1,33.3,55.6,55.6,61.5,0.9,1.8,2.8,0.3,0.1,0.4,0.7,1.4,4.1,1,0,0,0,0,8,Serge Ibaka,2023,C,Rising Stars
223,14.0,75.0,50.0,0.1,0.1,77.2,0.3,2.0,2.3,1.7,0.3,0.3,1.7,1.7,2.3,0,0,0,1,0,6,Andre Iguodala,2023,SF,All Stars
224,22.1,41.6,38.3,55.0,55.0,88.9,0.4,1.9,2.3,3.6,0.6,0.2,1.4,1.6,6.8,0,0,0,1,0,5,Joe Ingles,2023,SF,All Stars
225,31.5,44.6,40.8,46.0,46.0,88.4,0.5,4.6,5.1,4.6,0.9,0.6,3.1,2.2,20.4,0,0,0,1,0,3,Brandon Ingram,2023,SF,Offensive Big Men
226,37.1,48.6,37.8,56.5,56.5,88.2,1.0,4.2,5.1,5.3,1.1,0.8,2.3,2.7,27.3,0,0,1,0,0,3,Kyrie Irving,2023,PG,6th Men
227,9.0,45.0,44.4,45.5,45.5,0.0,0.8,2.0,2.8,0.8,1.5,0.0,0.0,0.5,5.5,0,1,0,0,0,1,Jonathan Isaac,2023,PF,Defensive Big Men
228,30.0,41.5,31.8,46.4,46.4,72.5,1.0,3.1,4.1,4.5,0.9,0.3,2.9,3.1,15.1,0,0,0,0,1,0,Jaden Ivey,2023,SG,Role Players
229,15.6,55.6,11.1,57.9,57.9,68.2,1.4,2.5,3.9,0.9,0.4,1.5,0.9,2.3,6.9,1,0,0,0,0,8,Isaiah Jackson,2023,C,Key Pieces
230,26.8,49.6,37.1,56.7,56.7,78.1,1.9,4.8,6.7,0.9,1.0,3.2,1.6,3.3,16.5,1,0,0,0,0,7,Jaren Jackson Jr.,2023,C,6th Men
231,4.7,24.0,26.3,16.7,16.7,50.0,0.1,0.6,0.7,0.4,0.2,0.2,0.1,0.3,0.9,0,0,0,1,0,2,Justin Jackson,2023,SF,All Stars
233,26.1,42.4,35.6,47.4,47.4,92.4,0.4,1.8,2.2,3.6,0.7,0.1,1.9,1.8,11.3,0,0,1,0,0,5,Reggie Jackson,2023,PG,All Stars
234,36.3,50.7,31.2,59.3,59.3,77.0,1.2,7.3,8.5,7.1,1.0,0.6,3.1,1.6,30.2,0,1,0,0,0,3,LeBron James,2023,PF,Bench Warmers
235,17.6,50.3,41.7,55.9,55.9,96.3,0.1,1.4,1.6,2.6,0.4,0.1,0.7,1.5,7.1,0,0,0,0,1,5,Ty Jerome,2023,SG,Offensive Big Men
236,15.0,46.7,44.3,56.8,56.8,81.8,0.4,1.8,2.2,1.0,0.6,0.1,0.4,1.5,7.9,0,0,0,0,1,7,Isaiah Joe,2023,SG,6th Men
237,7.5,50.0,0.0,75.0,75.0,50.0,0.5,2.0,2.5,0.3,0.3,0.0,1.0,0.8,1.8,0,1,0,0,0,1,Alize Johnson,2023,PF,Rising Stars
238,25.9,45.9,44.3,48.3,48.3,79.3,0.9,3.2,4.1,1.6,0.9,0.4,0.4,1.9,14.0,0,1,0,0,0,0,Cameron Johnson,2023,PF,Offensive Big Men
239,14.5,47.4,28.2,58.5,58.5,69.1,0.7,3.0,3.6,0.9,0.5,0.4,0.5,1.5,5.1,0,0,0,1,0,8,Jalen Johnson,2023,SF,All Stars
240,8.2,37.0,30.0,41.2,41.2,75.0,0.2,1.2,1.3,0.6,0.3,0.4,0.4,2.0,2.2,0,1,0,0,0,2,James Johnson,2023,PF,Rising Stars
241,32.5,43.8,34.0,50.2,50.2,77.2,0.9,3.9,4.8,2.6,0.7,0.2,2.0,1.9,21.9,0,0,0,1,0,3,Keldon Johnson,2023,SF,Rising Stars
242,10.5,36.6,35.2,37.9,37.9,52.9,0.3,1.1,1.4,1.0,0.5,0.2,1.1,1.1,4.4,0,0,0,0,1,2,Keon Johnson,2023,SG,Key Pieces
243,14.5,53.1,44.4,58.3,58.3,62.5,0.7,2.3,3.0,2.4,0.4,0.3,1.1,1.6,5.8,0,0,0,1,0,8,Stanley Johnson,2023,SF,Bench Warmers
244,33.5,62.9,39.0,67.3,67.3,82.2,2.0,8.9,10.9,9.9,1.4,0.6,3.5,2.8,25.1,1,0,0,0,0,7,Nikola Jokić,2023,C,Key Pieces
245,1.0,0.1,33.3,0.1,0.1,78.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,0,1,0,0,2,Carlik Jones,2023,PG,Rising Stars
246,8.0,54.1,0.0,58.8,58.8,75.0,0.8,1.7,2.5,0.2,0.1,0.5,0.4,0.8,2.5,1,0,0,0,0,1,Damian Jones,2023,C,Bench Warmers
247,15.5,53.6,34.8,61.7,61.7,78.6,1.0,1.7,2.7,0.7,0.4,0.7,0.5,1.7,5.9,0,0,0,1,0,4,Derrick Jones Jr.,2023,SF,Key Reserves
248,27.7,43.2,28.7,50.8,50.8,75.2,1.4,2.4,3.8,2.1,1.5,0.7,1.2,3.3,9.7,0,0,0,1,0,0,Herbert Jones,2023,SF,All Stars
249,8.8,52.5,27.3,58.3,58.3,66.7,0.7,1.2,1.9,0.2,0.2,0.4,0.3,1.1,2.7,1,0,0,0,0,8,Kai Jones,2023,C,Bench Warmers
250,29.8,43.7,26.7,48.7,48.7,88.9,0.8,2.8,3.6,6.4,1.3,0.2,1.8,1.5,13.1,0,0,1,0,0,5,Tre Jones,2023,PG,Bench Warmers
251,23.6,43.9,38.8,48.2,48.2,80.0,0.4,1.9,2.3,4.7,1.1,0.0,0.9,0.4,10.6,0,0,1,0,0,0,Tyus Jones,2023,PG,Bench Warmers
252,14.4,77.0,0.1,76.7,76.7,44.7,1.2,3.7,4.9,0.9,0.2,0.6,1.2,1.8,4.8,1,0,0,0,0,1,DeAndre Jordan,2023,C,Defensive Big Men
254,15.7,38.7,30.9,44.8,44.8,76.5,0.3,1.1,1.3,3.3,0.4,0.1,0.7,1.4,4.6,0,0,1,0,0,6,Cory Joseph,2023,PG,Defensive Big Men
255,13.6,40.6,22.9,58.8,58.8,94.7,0.6,1.5,2.1,0.7,0.5,0.1,0.7,1.3,5.5,0,1,0,0,0,5,Nikola Jović,2023,PF,Bench Warmers
256,7.0,50.0,0.0,0.1,0.1,74.85,1.5,1.0,2.5,0.0,0.0,0.0,0.5,1.5,1.0,0,1,0,0,0,2,Mfiondu Kabengele,2023,PF,6th Men
257,7.0,57.1,47.8,68.4,68.4,83.3,0.1,1.4,1.5,0.8,0.2,0.0,0.3,0.8,2.9,1,0,0,0,0,4,Frank Kaminsky,2023,C,6th Men
258,1.0,0.0,0.0,50.3,50.3,78.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,2,Trevor Keels,2023,SG,Role Players
259,21.5,49.0,47.2,52.0,52.0,95.0,0.2,2.3,2.5,1.1,0.6,0.1,0.9,1.4,8.5,0,0,0,0,1,5,Luke Kennard,2023,SG,Bench Warmers
260,20.2,71.5,29.7,71.5,71.5,53.7,2.8,4.5,7.3,0.8,0.3,2.0,0.8,2.3,7.7,1,0,0,0,0,4,Walker Kessler,2023,C,Bench Warmers
261,3.0,0.1,34.55,0.1,0.1,0.1,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,1.3,0,0,0,1,0,1,Braxton Key,2023,SF,6th Men
262,27.5,47.6,42.0,57.7,57.7,85.5,0.5,2.4,2.8,1.4,0.6,0.1,0.8,1.4,9.6,0,0,0,1,0,7,Corey Kispert,2023,SF,Rising Stars
263,25.6,49.0,36.9,69.2,69.2,78.6,0.9,2.7,3.5,1.0,0.3,1.0,0.6,2.2,6.2,1,0,0,0,0,4,Maxi Kleber,2023,C,Role Players
264,7.5,60.7,41.2,68.2,68.2,69.2,0.6,0.9,1.5,0.3,0.3,0.1,0.5,1.1,3.9,0,1,0,0,0,4,Nathan Knight,2023,PF,6th Men
265,14.6,47.7,38.1,65.1,65.1,78.8,0.5,2.2,2.6,0.4,0.3,0.3,0.8,1.8,5.9,0,1,0,0,0,4,Kevin Knox,2023,PF,Offensive Big Men
266,15.0,49.6,11.1,52.7,52.7,66.0,1.6,1.6,3.2,0.5,0.2,1.1,0.4,2.5,3.7,1,0,0,0,0,8,Christian Koloko,2023,C,Offensive Big Men
267,23.2,43.6,36.4,52.4,52.4,87.0,1.0,4.0,4.9,1.5,1.1,0.3,0.6,1.5,6.3,0,0,0,0,1,5,John Konchar,2023,SG,All Stars
268,10.5,41.0,34.3,46.5,46.5,65.5,0.3,1.0,1.2,0.8,0.3,0.1,0.6,0.4,4.0,0,0,0,0,1,8,Furkan Korkmaz,2023,SG,Role Players
269,11.7,68.0,33.3,71.3,71.3,83.3,1.3,1.7,3.0,0.7,0.2,0.8,0.4,1.3,3.7,1,0,0,0,0,4,Luke Kornet,2023,C,Defensive Big Men
270,6.0,38.5,29.4,55.6,55.6,50.0,0.1,0.5,0.6,0.6,0.1,0.1,0.2,0.6,1.4,0,0,1,0,0,8,Vit Krejci,2023,PG,Key Reserves
271,19.1,49.4,31.1,57.5,57.5,65.8,1.0,2.1,3.1,1.8,0.4,0.4,1.4,2.4,8.2,0,1,0,0,0,8,Jonathan Kuminga,2023,PF,Role Players
272,35.4,45.7,33.7,54.5,54.5,70.7,1.0,6.7,7.6,3.9,0.5,0.5,3.0,2.4,21.8,0,1,0,0,0,3,Kyle Kuzma,2023,PF,6th Men
273,19.6,50.7,40.4,70.3,70.3,75.0,0.8,2.5,3.3,1.7,0.5,0.3,1.0,2.3,7.4,0,0,0,1,0,4,Anthony Lamb,2023,SF,Offensive Big Men
275,14.5,52.1,26.6,63.3,63.3,83.8,1.7,2.3,3.9,0.9,0.3,0.5,1.0,1.9,6.8,1,0,0,0,0,4,Jock Landale,2023,C,Bench Warmers
276,20.2,49.0,28.3,55.1,55.1,64.9,1.4,1.4,2.9,1.3,0.5,0.3,0.7,1.7,7.4,0,0,0,0,1,8,Romeo Langford,2023,SG,All Stars
277,13.3,40.5,35.0,54.2,54.2,77.8,0.6,1.5,2.1,0.8,0.4,0.1,0.6,1.5,3.4,0,1,0,0,0,6,Jake LaRavia,2023,PF,All Stars
278,35.7,46.1,37.4,52.6,52.6,84.1,0.6,4.0,4.6,4.1,1.0,0.2,2.4,2.2,23.8,0,0,0,0,1,3,Zach LaVine,2023,SG,Rising Stars
279,2.7,50.0,42.9,60.0,60.0,33.3,0.0,0.4,0.4,0.1,0.0,0.0,0.0,0.3,1.6,0,0,0,0,1,8,A.J. Lawson,2023,SG,Rising Stars
282,22.3,45.7,47.2,43.8,43.8,90.2,0.5,2.8,3.3,1.5,0.4,0.1,1.1,1.6,9.1,0,0,0,0,1,5,Damion Lee,2023,SG,Defensive Big Men
283,15.3,47.9,46.2,48.6,48.6,77.4,0.6,1.3,1.8,2.9,0.3,0.1,1.2,1.1,6.3,0,0,1,0,0,0,Saben Lee,2023,PG,Bench Warmers
286,3.6,50.0,0.0,55.6,55.6,75.0,0.3,0.9,1.3,0.3,0.0,0.0,0.3,0.7,1.1,1,0,0,0,0,1,Alex Len,2023,C,Role Players
287,31.3,51.4,35.3,57.7,57.7,85.2,1.2,5.0,6.2,3.9,1.2,0.4,1.6,1.4,21.3,0,0,0,1,0,3,Kawhi Leonard,2023,SF,Offensive Big Men
288,30.9,41.1,37.6,43.5,43.5,70.6,0.7,3.1,3.9,3.8,0.8,0.2,1.6,2.3,12.4,0,0,0,0,1,0,Caris LeVert,2023,SG,Offensive Big Men
289,10.6,55.2,37.5,61.9,61.9,0.1,0.1,1.6,1.7,0.7,0.1,0.1,0.6,1.0,6.1,0,0,1,0,0,1,Kira Lewis Jr.,2023,PG,6th Men
290,35.9,46.3,37.1,57.7,57.7,90.6,0.6,3.4,3.9,7.3,0.9,0.3,3.1,2.0,30.4,0,0,1,0,0,3,Damian Lillard,2023,PG,Bench Warmers
291,16.3,49.3,45.6,52.9,52.9,61.5,0.4,1.9,2.2,0.9,0.3,0.3,0.5,0.9,6.2,0,0,0,1,0,8,Nassir Little,2023,SF,Key Reserves
292,21.0,39.9,36.4,51.5,51.5,77.8,0.6,1.8,2.4,0.7,0.4,0.6,0.5,2.0,5.8,0,1,0,0,0,0,Isaiah Livers,2023,PF,Rising Stars
293,4.1,41.2,0.0,50.0,50.0,60.0,0.1,0.4,0.6,0.6,0.0,0.0,0.3,0.6,2.4,0,1,0,0,0,1,Kenneth Lofton Jr.,2023,PF,Rising Stars
294,23.3,64.1,29.7,64.1,64.1,61.5,3.0,5.6,8.6,2.7,0.5,0.5,0.5,2.8,6.8,1,0,0,0,0,4,Kevon Looney,2023,C,Rising Stars
295,30.4,50.1,38.1,60.2,60.2,78.7,1.9,4.3,6.2,1.2,0.5,2.5,1.4,2.4,14.5,1,0,0,0,0,7,Brook Lopez,2023,C,Role Players
296,8.7,64.7,0.1,64.0,64.0,71.4,0.7,0.8,1.5,0.5,0.0,0.2,0.7,1.3,3.0,1,0,0,0,0,1,Robin Lopez,2023,C,Defensive Big Men
297,20.0,38.9,35.4,46.7,46.7,88.9,1.0,5.8,6.8,1.9,0.2,0.2,1.1,1.6,8.5,0,1,0,0,0,5,Kevin Love,2023,PF,Role Players
298,33.7,40.0,33.5,51.0,51.0,85.5,0.9,3.6,4.4,5.4,1.1,0.4,2.0,2.8,12.4,0,0,1,0,0,5,Kyle Lowry,2023,PG,Rising Stars
300,15.7,46.5,36.6,60.9,60.9,79.1,0.9,2.8,3.7,0.8,0.4,0.5,0.8,1.2,7.3,0,1,0,0,0,4,Trey Lyles,2023,PF,Rising Stars
301,16.1,41.4,33.3,46.8,46.8,87.5,0.3,2.1,2.4,2.4,0.8,0.2,1.0,1.0,5.6,0,0,1,0,0,5,Théo Maledon,2023,PG,Offensive Big Men
302,8.6,34.8,24.0,47.6,47.6,58.3,0.6,1.6,2.2,0.7,0.1,0.2,0.3,0.7,2.3,1,0,0,0,0,8,Sandro Mamukelashvili,2023,C,6th Men
303,22.8,50.7,36.1,59.0,59.0,75.0,1.0,2.7,3.7,2.1,0.5,0.3,1.0,1.7,8.5,0,0,0,0,1,4,Terance Mann,2023,SG,Rising Stars
304,18.6,38.9,30.3,48.5,48.5,69.0,0.4,1.9,2.3,1.6,0.7,0.2,1.0,1.6,7.7,0,0,1,0,0,8,Tre Mann,2023,PG,Key Pieces
305,4.1,68.0,0.0,70.8,70.8,78.6,0.5,1.1,1.6,0.3,0.1,0.1,0.3,0.1,2.8,1,0,0,0,0,1,Boban Marjanović,2023,C,Key Reserves
306,34.3,52.0,43.2,59.0,59.0,87.0,1.7,6.9,8.6,1.8,0.6,0.6,1.8,2.0,24.9,0,0,0,1,0,3,Lauri Markkanen,2023,SF,Offensive Big Men
307,25.2,42.6,31.6,49.8,49.8,79.0,0.8,3.0,3.8,2.6,0.8,0.2,1.3,1.5,10.3,0,0,0,1,0,0,Naji Marshall,2023,SF,Defensive Big Men
308,30.6,45.4,37.0,51.8,51.8,78.9,1.3,3.4,4.8,1.7,1.0,0.4,1.1,2.1,9.9,0,1,0,0,0,0,Caleb Martin,2023,PF,Rising Stars
309,19.1,38.9,21.4,50.0,50.0,57.1,1.1,2.3,3.4,1.6,0.6,0.1,0.3,1.9,5.0,0,0,0,1,0,8,Cody Martin,2023,SF,Rising Stars
310,25.3,55.6,32.8,67.3,67.3,61.1,1.4,4.0,5.4,1.4,0.4,0.3,1.1,1.8,11.2,0,0,0,1,0,4,Kenyon Martin Jr.,2023,SF,Offensive Big Men
311,3.7,37.5,20.0,45.5,45.5,0.1,0.2,0.3,0.5,0.0,0.1,0.0,0.1,0.2,1.3,0,0,0,0,1,1,Tyrese Martin,2023,SG,Key Reserves
312,13.4,35.5,34.4,46.7,46.7,91.1,0.2,1.1,1.3,0.5,0.5,0.1,0.4,1.3,4.9,0,0,0,0,1,5,Garrison Mathews,2023,SG,Defensive Big Men
313,28.6,42.6,32.3,48.1,48.1,82.3,1.1,3.1,4.2,1.4,0.6,0.1,1.8,2.1,17.9,0,0,0,1,0,5,Bennedict Mathurin,2023,SF,Role Players
314,14.7,35.2,34.2,38.9,38.9,90.0,0.7,1.2,1.9,0.6,0.5,0.2,0.4,1.4,3.2,0,0,0,0,1,6,Wesley Matthews,2023,SG,All Stars
315,33.7,45.7,39.2,49.8,49.8,79.8,0.3,2.6,2.9,3.9,0.8,0.1,1.6,2.1,20.6,0,0,0,0,1,3,Tyrese Maxey,2023,SG,Bench Warmers
316,13.2,32.6,25.6,45.1,45.1,66.7,0.3,0.6,0.8,1.2,0.6,0.0,0.5,1.0,3.4,0,0,1,0,0,8,Miles McBride,2023,PG,Key Reserves
317,35.2,43.1,38.8,46.1,46.1,78.3,0.8,3.7,4.5,5.8,1.0,0.6,2.7,1.8,21.3,0,0,0,0,1,3,CJ McCollum,2023,SG,Rising Stars
318,19.7,52.5,43.3,53.5,53.5,90.2,0.6,2.2,2.9,5.1,1.1,0.1,1.8,1.2,7.5,0,0,1,0,0,5,T.J. McConnell,2023,PG,6th Men
319,30.9,51.8,38.0,60.1,60.1,73.8,1.3,2.5,3.8,2.0,1.0,1.0,1.5,3.5,11.5,0,1,0,0,0,7,Jaden McDaniels,2023,PF,Defensive Big Men
321,27.0,45.4,32.6,54.1,54.1,84.4,0.8,4.1,4.9,2.0,1.1,0.5,1.5,2.9,10.8,0,0,0,1,0,5,Jalen McDaniels,2023,SF,Offensive Big Men
322,20.4,46.7,41.5,53.1,53.1,74.5,0.3,2.0,2.3,1.4,0.2,0.1,1.0,1.7,10.1,0,0,0,1,0,0,Doug McDermott,2023,SF,Key Reserves
323,7.9,63.1,25.0,65.0,65.0,53.8,0.6,1.8,2.4,0.3,0.1,0.5,0.9,1.2,4.0,1,0,0,0,0,8,JaVale McGee,2023,C,Offensive Big Men
324,13.8,36.5,34.6,37.5,37.5,85.0,0.4,1.3,1.6,1.0,0.2,0.2,0.4,0.8,3.6,0,0,0,0,1,6,Bryce McGowens,2023,SG,All Stars
325,10.7,37.5,37.5,37.5,37.5,72.7,0.5,0.9,1.4,0.7,0.3,0.0,0.4,0.8,3.3,0,0,0,0,1,6,Rodney McGruder,2023,SG,Role Players
326,15.9,42.4,23.5,62.5,62.5,0.1,0.4,1.3,1.7,3.6,0.8,0.1,0.8,0.4,4.1,0,0,1,0,0,1,Jordan McLaughlin,2023,PG,Role Players
327,29.1,42.5,39.6,47.1,47.1,77.8,1.0,3.5,4.5,2.8,1.9,0.6,1.5,2.4,11.1,0,0,1,0,0,0,De'Anthony Melton,2023,PG,Offensive Big Men
328,10.8,58.3,20.8,67.0,67.0,80.6,0.8,2.3,3.1,0.7,0.3,0.2,0.6,1.3,4.9,1,0,0,0,0,1,Chimezie Metu,2023,C,Rising Stars
329,21.2,36.8,28.6,44.8,44.8,91.7,0.3,2.4,2.6,4.2,0.7,0.2,2.0,2.2,11.1,0,0,0,1,0,6,Khris Middleton,2023,SF,Key Pieces
330,12.7,46.0,40.4,58.1,58.1,90.0,0.2,0.7,0.9,1.4,0.4,0.0,0.6,0.6,6.1,0,0,1,0,0,6,Patty Mills,2023,PG,Bench Warmers
331,22.8,50.0,38.5,54.4,54.4,84.0,0.6,2.4,2.9,3.3,0.3,0.2,1.4,1.7,9.9,0,0,0,0,1,0,Shake Milton,2023,SG,Rising Stars
332,2.3,60.0,0.0,75.0,75.0,0.1,0.3,0.4,0.7,0.3,0.1,0.3,0.0,0.3,1.4,0,0,0,1,0,1,Josh Minott,2023,SF,Rising Stars
333,18.2,46.2,33.9,56.3,56.3,75.0,0.2,1.3,1.5,2.1,0.5,0.2,0.9,1.5,5.9,0,0,1,0,0,7,Davion Mitchell,2023,PG,Bench Warmers
334,35.8,48.2,39.6,55.7,55.7,86.9,0.9,3.0,3.9,4.8,1.5,0.4,2.8,2.5,27.9,0,0,0,0,1,3,Donovan Mitchell,2023,SG,Rising Stars
335,34.1,55.4,20.7,59.4,59.4,69.6,2.4,6.5,8.9,2.7,0.7,1.3,2.1,2.8,15.2,0,1,0,0,0,7,Evan Mobley,2023,PF,Key Pieces
336,3.3,50.0,50.0,50.0,50.0,74.85,0.1,1.3,1.4,0.0,0.1,0.0,0.0,0.3,1.1,0,1,0,0,0,4,Isaiah Mobley,2023,PF,Bench Warmers
337,4.0,50.0,34.55,50.0,50.0,0.0,1.0,0.0,1.0,0.5,0.0,0.0,1.0,1.0,1.0,0,0,0,1,0,1,Chima Moneke,2023,SF,Key Pieces
338,22.3,43.6,31.9,55.0,55.0,89.9,0.5,2.0,2.5,3.9,0.6,0.2,1.9,1.6,13.1,0,0,0,0,1,5,Malik Monk,2023,SG,Offensive Big Men
339,14.8,45.2,36.7,59.6,59.6,70.3,0.4,1.3,1.7,0.9,0.3,0.1,0.7,0.9,5.2,0,0,0,0,1,8,Moses Moody,2023,SG,Defensive Big Men
340,5.6,41.9,15.4,61.1,61.1,80.0,0.1,0.6,0.7,0.5,0.3,0.2,0.4,0.6,1.6,0,0,0,0,1,1,Wendell Moore Jr.,2023,SG,Rising Stars
342,32.6,46.5,31.8,51.4,51.4,75.0,1.1,4.6,5.7,8.2,1.0,0.3,3.5,1.7,27.3,0,0,1,0,0,3,Ja Morant,2023,PG,Rising Stars
343,28.9,43.7,37.9,49.2,49.2,79.5,0.5,3.9,4.4,1.8,0.6,0.4,0.9,2.2,12.9,0,1,0,0,0,0,Marcus Morris,2023,PF,Defensive Big Men
344,10.9,41.3,41.7,40.6,40.6,0.1,0.5,1.7,2.2,1.0,0.3,0.2,0.5,1.3,3.8,0,1,0,0,0,1,Markieff Morris,2023,PF,Offensive Big Men
345,28.3,47.4,39.7,52.6,52.6,81.4,0.4,2.9,3.3,5.3,0.7,0.2,0.9,1.4,10.4,0,0,1,0,0,0,Monte Morris,2023,PG,Defensive Big Men
346,29.1,47.8,39.8,59.8,59.8,92.2,0.8,2.9,3.7,1.3,1.0,0.5,0.8,2.0,12.6,0,0,0,1,0,7,Trey Murphy III,2023,SF,All Stars
347,36.7,46.2,36.4,50.5,50.5,85.5,0.7,4.7,5.5,6.1,1.7,0.3,2.3,1.5,21.2,0,0,0,0,1,3,Dejounte Murray,2023,SG,Bench Warmers
348,32.4,45.2,38.2,49.3,49.3,82.8,0.8,3.3,4.1,5.7,1.0,0.2,2.1,1.3,19.1,0,0,1,0,0,3,Jamal Murray,2023,PG,Rising Stars
349,29.7,45.2,42.2,50.0,50.0,80.7,1.1,3.3,4.4,1.0,0.7,0.5,0.9,2.1,12.3,0,0,0,1,0,0,Keegan Murray,2023,SF,Offensive Big Men
350,14.4,42.3,38.0,51.9,51.9,81.1,0.5,2.5,3.1,0.8,0.3,0.5,0.4,1.7,5.7,1,0,0,0,0,6,Mike Muscala,2023,C,All Stars
351,3.1,50.0,60.0,0.0,0.0,60.0,0.0,0.5,0.5,0.1,0.1,0.0,0.2,0.1,1.6,0,0,0,1,0,6,Svi Mykhailiuk,2023,SF,6th Men
352,22.6,60.6,36.4,64.9,64.9,71.2,1.7,4.0,5.6,1.9,1.0,0.7,0.8,2.2,7.7,0,1,0,0,0,4,Larry Nance Jr.,2023,PF,Bench Warmers
